[[0100100110110000010001000100001010000000001000000001000010000000], [0010000010101010]]
[[0110010110000000100110100010000000100000100000000010000010000000], [0010100000100010]]
[[0111000010000000100001101000100000010001001000000010000000001000], [0010101000000010]]
[[0110000010010000100000000100110000010000000100110000010000000100], [1001010001010000]]
[[0100100010100000010101000010000010000010001000000000100100000010], [0010001010100010]]
[[0110100110010000100000100100010010000000000100000010000010000000], [0010100010100010]]
[[0100010010110000010000000100101000010000100000000001000100000010], [1000101000000010]]
[[0111000010001001100000001000010001000010000100000000100001000000], [0010101000001000]]
[[0100010010101000010100010010001001000000100000000001000000100000], [1000100010001000]]
[[0110100010000010100100000010000010000100000010000100000100000010], [0010100010000010]]
[[0100000010100000010101000010100100010010001000000000100000010000], [0010001000101000]]
[[0110001010010000100011000100000000100000001000001000000100000010], [0010100000001000]]
[[0110010110010000100010000100001000100000100000000001000010000000], [0010100000101010]]
[[0100000010110000010011100100000100100000001000000010000000010000], [0010000010101010]]
[[0100000010100010010100000010100000010101000010000100000000001000], [1001100110011001]]
[[0111000110000100100000101000100000010000010000000010000010000000], [0010101000000010]]
[[0110001010000000100110000010000000100100000010001000000100000010], [0010100000101000]]
[[0110000010010000100010010100000000100110000010000000100000100000], [1000001010000010]]
[[0100100010110000010001000100000110000000001000100000010000010000], [1000101000001000]]
[[0110000010010000100000000100110000010000000100100000010100000010], [0010100010100010]]
[[0100000110110000010010000100010000100000000100100000010010000000], [1000101000001000]]
[[0100000010101010010100000010000001000100000010010100000000000100], [1000100010001010]]
[[0110011010000000100110010010000000100000100000001000000000100000], [0010100000101000]]
[[0100100010100000010100000010011010000000000100010001000000000100], [0110011010010110]]
[[0101100110100000010000101000010010000000000100000010000010000000], [0010001010001010]]
[[0110010110000000100100100010100000010000100000000010000010000000], [0010100010100010]]
[[0100000010101000010101000010001001000000001000000001000100000010], [1000100010001000]]
[[0100100110100010010100000010010010000000000100000100000010000000], [0010001010000010]]
[[0110111010000000100100000010000010000000100000001000000100000010], [0010100010101000]]
[[0111000010000000100000001000110000010001000100100000010000001000], [0010101000001010]]
[[0110110010000010100100000010000110000000100000000100000000010000], [0010100010100010]]
[[0100100010110000010000000100001010000100000010000001000100000010], [1000101000100010]]
[[0110011110001000100100000010000001000000100000001000000010000000], [0010100000101010]]
[[0111000010000000100010101000000000100101000010000010000000001000], [0010101000100010]]
[[0110010010010000100000010100101000010000100000000001000000100000], [0010100010101000]]
[[0111000010000000100010001000000100100100000010100000010000010000], [0010101000100000]]
[[0101000010100000010010001000000100100100000010100000010000010000], [0010001010001000]]
[[0110000010001000100100000010000001000111000010000000100000001000], [0010100000101010]]
[[0100000010100100010110000010000000100011010000000000100000001000], [1000100000101010]]
[[0111100010000000100000001000000010000111000010000000100000001000], [0010101010000000]]
[[0111000010001001100000001000010001000010000100000000100001000000], [0010101000001000]]
[[0110101110010000100000000100010010000000000100001000000010000000], [0010100010101010]]
[[0110101010010000100000010100000010000100000010001000000000100000], [0010100010001000]]
[[0111101110000000100000001000000010000100000010001000000010000000], [0010101010001010]]
[[0111000010001100100000001000000001000001010000100000010000001000], [0010101000001010]]
[[0101000010100000010010101000000100100100000010000010000000010000], [0010001010001000]]
[[0110010010010000100000010100100000010000100000100000010000100000], [0010100010100000]]
[[0111000010001001100001001000000001000010001000000000100001000000], [0010101000001000]]
[[0110100010010000100001010100001010000000001000000001000000100000], [0010100010001000]]
[[0110100010010000100000000100001010000100000010000001000100000010], [0010100010001000]]
[[0100001110110000010001000100100000010000001000001000000010000000], [0010000010101010]]
[[0100010010100000010110000010001000100000100000000001000100000010], [0010001010100010]]
[[0110010010011010100000000100000001000000100000010100000000000100], [1000001010001010]]
[[0101101010100000010000001000010010000000000100011000000000000100], [0010001010001010]]
[[0101110010100000010000011000000010000010100000000000100000100000], [0010001010100010]]
[[0110000010000000100110010010011000100000000100000001000000100000], [1000001010000010]]
[[0101100010100100010000011000000010000000010000100000010000100000], [0010001010001010]]
[[0100000010100001010100000010100000010110000010000000100001000000], [1001100110010110]]
[[0100010010110000010000000100100000010010100000010000100000000100], [1000101000001010]]
[[0100100110110000010000000100010010000010000100000000100010000000], [0010000010100010]]
[[0100000010100000010100100010100100010100000010000010000000010000], [0010001000101000]]
[[0110000010011000100001000100000001000000001000110000010000000100], [1001011010100101]]
[[0110100010000100100100000010001010000001010000000001000000001000], [0010100010001000]]
[[0111000010001010100001001000000001000000001000010100000000000100], [0010101000000010]]
[[0100001010100100010100000010100000010000010000001000000100000010], [1000100010100010]]
[[0110001010001001100100000010000001000100000010001000000001000000], [0010100000101000]]
[[0101100010100000010001001000000010000000001000100000010100000010], [0010001010100010]]
[[0110110010010000100000000100001010000001100000000001000000001000], [0010100010101000]]
[[0101100010100000010000001000001010000101000010000001000000001000], [0010001010000000]]
[[0111010110000010100000001000100000010000100000000100000010000000], [0010101000100010]]
[[0100000010110000010010010100000000100110000010000000100000100000], [1000101000101000]]
[[0100100010100110010100000010000010000001010000000100000000001000], [1000100000101010]]
[[0100011010110000010010000100000000100000100000001000000100000010], [0010000010101000]]
[[0100110010110000010000010100000010000000100000100000010000100000], [0010000010100010]]
[[0110100010010100100000100100000010000000010000000010000100000010], [0010100010000010]]
[[0110010010000000100110000010000000100010100000010000100000000100], [0010100000101000]]
[[0110101010000000100100000010010010000000000100011000000000000100], [0010100010101000]]
[[0100001010110100010000000100100000010001010000001000000000001000], [1000101000100010]]
[[0110100010000100100100000010000110000010010000000000100000010000], [0010100010000010]]
[[0110010010010001100000000100100000010010100000000000100001000000], [0010100010100000]]
[[0110000010011000100000000100010101000010000100000000100000010000], [1000001010000000]]
[[0100101010110000010000000100010010000000000100001000000100000010], [0010000010101000]]
[[0100000110100010010111000010000000100000001000000100000010000000], [0010001010100010]]
[[0111000110001000100000001000010001000000000100100000010010000000], [0010101000001010]]
[[0110010010000000100110000010000000100010100000010000100000000100], [0010100000101000]]
[[0110001010010100100000000100100000010000010000011000000000000100], [0010100010001010]]
[[0100000010110000010010000100000000100100000010100000010100000010], [1000101000100010]]
[[0110010010010000100000000100101000010000100000000001000100000010], [0010100010101000]]
[[0100000110110000010000000100111000010000000100000001000010000000], [0010000010101010]]
[[0100010010100000010110100010000100100000100000000010000000010000], [0010001010101000]]
[[0110100110000010100100000010010010000000000100000100000010000000], [0010100010100010]]
[[0100100010100100010100000010001110000000010000000001000000010000], [0100011000010101]]
[[0100101010110000010000000100000010000100000010001000000100000010], [0010000010001000]]
[[0100110010110000010000000100000110000000100000100000010000010000], [0010000010100010]]
[[0100000010110110010010010100000000100000010000000100000000100000], [1000101000101000]]
[[0101110010100000010000001000000110000000100000100000010000010000], [0010001010100000]]
[[0101000010100100010000001000101000010001010000000001000000001000], [1000100010101000]]
[[0100001010110000010011000100000000100001001000001000000000001000], [1000101000000010]]
[[0100000010110000010011000100000100100010001000000000100000010000], [1000101000001000]]
[[0111000010000000100011001000000000100000001000100000010100000010], [0010101000001000]]
[[0100110010110000010000110100000010000000100000000010000000100000], [0010000010101010]]
[[0110010010000010100100010010100000010000100000000100000000100000], [0010100010100000]]
[[0100000010110000010010000100000100100110000010000000100000010000], [1000101000101000]]
[[0110000010010000100000000100101000010100000010000001000100000010], [0010100010001000]]
[[0100001010100100010110000010000000100000010000001000000100000010], [1000100000100010]]
[[0100000010101000010100100010010001000001000100000010000000001000], [1000100010100000]]
[[0101000010101000010001001000000001000010001000000000100100000010], [1000100010000010]]
[[0110010110000000100100000010100000010010100000000000100010000000], [0010100010100010]]
[[0100000010111000010001000100000101000000001000100000010000010000], [1000101010001000]]
[[0100010010100000010100000010100000010010100000010000100000000100], [0010001000101000]]
[[0100001010101000010100010010010001000000000100001000000000100000], [1000100010100000]]
[[0100011010100001010100000010100000010000100000001000000001000000], [0010001000101000]]
[[0101010010100000010010001000000000100010100000000000100100000010], [0010001010100010]]
[[0101101010100000010000001000010010000001000100001000000000001000], [0010001010001000]]
[[0100001010100100010100000010100000010000010000011000000000000100], [1000100010100000]]
[[0101000010100100010000011000100000010010010000000000100000100000], [1000100010100000]]
[[0100010010111000010000000100000101000000100000100000010000010000], [1000101010001000]]
[[0101010110100000010010001000001000100000100000000001000010000000], [0010001010100010]]
[[0111000010000000100000001000110000010010000100000000100100000010], [0010101000001000]]
[[0101000110101010010000001000010001000000000100000100000010000000], [1000100010101000]]
[[0111000010000010100000011000100000010100000010000100000000100000], [0010101000100000]]
[[0100111010100001010100000010000010000000100000001000000001000000], [0010001010101000]]
[[0110000010010100100000100100100100010000010000000010000000010000], [1000001000101000]]
[[0101000010101100010000011000000001000000010000100000010000100000], [1000100010100000]]
[[0100000110101000010101000010000001000000001000100000010010000000], [1000100010001000]]
[[0111000010000000100001001000100100010000001000100000010000010000], [0010101000001000]]
[[0110000110001000100101000010000001000010001000000000100010000000], [0010100000001010]]
[[0111000010000101100000101000100000010000010000000010000001000000], [0010101000000000]]
[[0100000010100110010110000010000100100000010000000100000000010000], [1000100000101010]]
[[0101000010101000010000011000011001000000000100000001000000100000], [1000100010101000]]
[[0111100010000000100000011000000010000110000010000000100000100000], [0010101010000000]]
[[0110001010000000100101000010100000010000001000011000000000000100], [0010100010001010]]
[[0100000010110110010010000100000000100000010000010100000000000100], [1000101000101000]]
[[0100100110100000010101100010000010000000001000000010000010000000], [0010001010101010]]
[[0110000010010000100011100100000000100000001000010010000000000100], [1000001010101000]]
[[0100000010100000010100000010100000010110000010000000100100000010], [1001100110010110]]
[[0101010010100010010000001000100000010000100000010100000000000100], [0010001000100000]]
[[0110100110010010100001000100000010000000001000000100000010000000], [0010100010000010]]
[[0100000010100000010100000010100000010111000010000000100000001000], [1001100110010101]]
[[0101000010100000010000101000100100010100000010000010000000010000], [1000100010000010]]
[[0100000010101100010100000010001001000001010000000001000000001000], [1000100010101000]]
[[0110100010010100100000000100000010000011010000000000100000001000], [0010100010000000]]
[[0100010110110000010000100100100000010000100000000010000010000000], [0010000010101010]]
[[0100000010100100010110000010000000100000010000100000010100000010], [1000100000100010]]
[[0101100010100100010000101000000010000000010000000010000100000010], [0010001010001000]]
[[0110000010010011100011000100000000100000001000000100000001000000], [1000001010101010]]
[[0110001010000100100110000010000100100000010000001000000000010000], [0010100000001010]]
[[0110000010000000100110100010000000100101000010000010000000001000], [1000001010001000]]
[[0110010110011000100000100100000001000000100000000010000010000000], [0010100000100010]]
[[0100000010110000010000000100110000010000000100100000010100000010], [1000101000001000]]
[[0110000010010000100010100100000100100100000010000010000000010000], [1000001010001000]]
[[0110100010000001100100000010000010000100000010100000010001000000], [0010100010001000]]
[[0110000010010101100010000100000000100010010000000000100001000000], [1000001010100010]]
[[0111100010000000100000101000010110000000000100000010000000010000], [0010101010000000]]
[[0100010110110000010010000100001000100000100000000001000010000000], [0010000010101010]]
[[0111000010000000100011101000000000100000001000010010000000000100], [1000000010101000]]
[[0100000010101000010100010010000001000100000010100000010000100000], [1000100010001000]]
[[0100000010111000010000000100000001000100000010110000010000000100], [1000101010001010]]
[[0100010010110000010000000100101000010000100000000001000100000010], [1000101000000010]]
[[0101000010100000010001011000101000010000001000000001000000100000], [1001100110011001]]
[[0100011010100001010100000010100000010000100000001000000001000000], [0010001000101000]]
[[0110001010000100100110000010000000100001010000001000000000001000], [0010100000001010]]
[[0110000110010000100000000100111000010000000100000001000010000000], [0010100010101010]]
[[0100001010101100010100000010000001000000010000011000000000000100], [1000100010100000]]
[[0110010010011010100000000100000001000000100000010100000000000100], [1000001010001010]]
[[0110000010011110100000000100000001000000010000000100000100000010], [1000001010101000]]
[[0101001010100001010001001000100000010000001000001000000001000000], [0010001000101000]]
[[0101000010101100010000101000000101000000010000000010000000010000], [1000100010100010]]
[[0100100010100000010101100010000010000000001000010010000000000100], [0010001010101000]]
[[0110100010000000100101000010001010000000001000010001000000000100], [0010100010001010]]
[[0100000010110000010000010100100000010110000010000000100000100000], [0100010110010100]]
[[0111001010001000100000001000000001000101000010001000000000001000], [0010101000101010]]
[[0101000010100000010010001000001000100100000010010001000000000100], [0010001010000010]]
[[0110000010010000100000000100110000010001000100100000010000001000], [0010100010100000]]
[[0111010110000000100000001000100000010000100000100000010010000000], [0010101000100010]]
[[0110000010000010100110000010000000100100000010000100000100000010], [1000001010001000]]
[[0101110010100000010000001000000010000000100000110000010000000100], [0010001010100000]]
[[0110001010000000100100000010100000010101000010001000000000001000], [0110100110011001]]
[[0111000010000010100010001000010000100000000100010100000000000100], [0010101000000010]]
[[0111101010000101100000001000000010000000010000001000000001000000], [0010101010001000]]
[[0100000010100000010110100010010100100000000100000010000000010000], [0010001010001000]]
[[0101010010100000010000001000100000010011100000000000100000001000], [0001000110010101]]
[[0111001110000000100011001000000000100000001000001000000010000000], [0010101000001010]]
[[0100010110100010010110000010000000100000100000000100000010000000], [0010001010100010]]
[[0100000010101001010101000010000001000000001000100000010001000000], [1000100010001010]]
[[0100000010101000010100000010011001000000000100000001000100000010], [1000100010101000]]
[[0110001010000000100110010010000000100100000010001000000000100000], [1000001010000010]]
[[0111000010000000100010001000011100100000000100000001000000010000], [1000000010101010]]
[[0101000010100000010010101000010000100000000100010010000000000100], [0010001010001010]]
[[0110000010010100100000000100100000010001010000100000010000001000], [1000001000100010]]
[[0100000010110011010000000100110000010000000100000100000001000000], [1000101000001010]]
[[0110000010001100100100000010000101000000010000100000010000010000], [1000001010100000]]
[[0100000010101000010101000010001001000001001000000001000000001000], [1000100010001000]]
[[0111010010000000100000101000100000010000100000000010000100000010], [0010101000100010]]
[[0110010010010010100010000100000000100000100000000100000100000010], [0010100000100010]]
[[0100000110111110010000000100000001000000010000000100000010000000], [1000101010101000]]
[[0111000010000001100001101000100000010000001000000010000001000000], [0010101000000000]]
[[0110001010010100100010010100000000100000010000001000000000100000], [0010100000001000]]
[[0100001010100000010110000010000000100100000010001000000100000010], [0010001010001000]]
[[0111000010001101100000001000000001000010010000000000100001000000], [1000000010100010]]
[[0111110010000000100000101000000110000000100000000010000000010000], [0010101010100000]]
[[0101000010100110010000001000100000010000010000000100000100000010], [1000100010101000]]
[[0110000010010000100010010100000000100100000010100000010000100000], [1000001010001010]]
[[0100111010100001010100000010000010000000100000001000000001000000], [0010001010101000]]
[[0110000010000100100110000010001000100000010000000001000100000010], [1000001010100010]]
[[0111100010000000100000001000001010000101000010000001000000001000], [0010101010000000]]
[[0100100010100000010100010010001010000100000010000001000000100000], [0010001010000010]]
[[0110000010011001100000100100010001000000000100000010000001000000], [1000001010001010]]
[[0110010010000000100110100010000100100000100000000010000000010000], [1000001010001000]]
[[0101000110100000010000001000110000010000000100100000010010000000], [0010001000001010]]
[[0101001010100001010000001000100000010100000010001000000001000000], [0010001000101000]]
[[0100000110101000010100100010010001000000000100000010000010000000], [1000100010100000]]
[[0110010010010010100010000100000000100000100000000100000100000010], [0010100000100010]]
[[0100000010100000010100000010100000010100000010100000010100000010], [1000100010001000]]
[[0110000010001101100100000010001001000000010000000001000001000000], [1000001010100010]]
[[0101011010100000010000011000100000010000100000001000000000100000], [0010001000101010]]
[[0100101010100000010101010010000010000000001000001000000000100000], [0010001010101010]]
[[0100000010110000010000000100110000010000000100110000010000000100], [1000101000001010]]
[[0101000010100111010010001000000000100000010000000100000001000000], [1000100000101010]]
[[0100001010110100010010000100000100100000010000001000000000010000], [1000101000100000]]
[[0101000010100001010010001000010000100010000100000000100001000000], [1000100000101010]]
[[0110000010010010100000000100110000010000000100010100000000000100], [1000001000001010]]
[[0110000010000010100110000010000000100100000010000100000100000010], [1000001010001000]]
[[0110000110000100100110000010000000100000010000100000010010000000], [0010100000001010]]
[[0110011010010000100000000100100000010000100000011000000000000100], [0010100010101000]]
[[0111000010000000100001011000101000010000001000000001000000100000], [0010101000000000]]
[[0101000110100000010010001000000000100100000010100000010010000000], [0010001010001010]]
[[0100100010110000010001110100000010000000001000000010000000100000], [0010000010101010]]
[[0100010010100000010110000010000000100001100000100000010000001000], [0010001010100000]]
[[0111000010000000100001001000100000010001001000100000010000001000], [0010101000001010]]
[[0101000010100100010000001000101100010000010000000001000000010000], [1000100010101010]]
[[0100000110100000010110000010000000100110000010000000100010000000], [1001000101000001]]
[[0100000010100000010110000010001100100100000010000001000000010000], [0010001010000000]]
[[0100011010101000010100000010000001000000100000011000000000000100], [0010001000101000]]
[[0110011010000000100110000010000000100001100000001000000000001000], [0010100000101010]]
[[0111000010000000100010111000000000100100000010000010000000100000], [1000000010001010]]
[[0110010010000000100110000010001000100000100000010001000000000100], [0010100000101000]]
[[0100001010100100010110000010000000100000010000001000000100000010], [1000100000100010]]
[[0100100010100000010101000010000110000010001000000000100000010000], [0010001010100000]]
[[0100100010110001010000000100010010000010000100000000100001000000], [1000101000001010]]
[[0100001010110000010000000100100000010100000010011000000000000100], [1000101000100000]]
[[0110011010000000100100010010100000010000100000001000000000100000], [0010100010101000]]
[[0110000010001000100101000010000001000001001000100000010000001000], [1000001010100000]]
[[0101001010100000010010001000000000100100000010011000000000000100], [0010001010001010]]
[[0100000010110000010010000100000000100101000010100000010000001000], [1000101000100010]]
[[0111001010001000100001001000000001000000001000001000000100000010], [0010101000001000]]
[[0110010010010000100000000100101000010001100000000001000000001000], [0010100010101000]]
[[0100010010101000010100000010001001000001100000000001000000001000], [1000100010001000]]
[[0110000010010000100000000100110000010000000100100000010100000010], [0010100010100010]]
[[0111010010000010100010001000000000100000100000000100000100000010], [0010101000100010]]
[[0110001010000000100100000010110000010001000100001000000000001000], [0010100010101000]]
[[0100000010111000010000000100000001000111000010000000100000001000], [1000101010000000]]
[[0110010010010010100010000100000000100001100000000100000000001000], [0010100000100010]]
[[0100000010110001010000000100101000010100000010000001000001000000], [1000101000100010]]
[[0110000010001000100100000010001101000100000010000001000000010000], [0001011000010101]]
[[0100000010110000010000100100110100010000000100000010000000010000], [0010000010101010]]
[[0110000010000001100100100010110000010000000100000010000001000000], [1000001000001010]]
[[0110110010010000100000100100000010000001100000000010000000001000], [0010100010100000]]
[[0110100010000000100101110010000010000000001000000010000000100000], [1000001000101010]]
[[0111000010000000100001011000100000010000001000100000010000100000], [0010101000001000]]
[[0110000110010100100010000100000000100010010000000000100010000000], [0010100000001010]]
[[0101100010100100010000101000000110000000010000000010000000010000], [0010001010001000]]
[[0100001010101100010100000010000001000000010000011000000000000100], [1000100010100000]]
[[0100010010110000010000000100100000010010100000000000100100000010], [1000101000001000]]
[[0100000010101101010100000010001001000000010000000001000001000000], [1000100010101010]]
[[0111000010001110100000001000000101000000010000000100000000010000], [1000000010101010]]
[[0101110010100001010000001000000010000000100000100000010001000000], [0010001010100000]]
[[0110000010010110100000000100100100010000010000000100000000010000], [1000001000101000]]
[[0100010010100001010100100010100000010000100000000010000001000000], [1000100010000010]]
[[0111100010000000100001001000000010000010001000000000100100000010], [0010101010000010]]
[[0110000010000001100110100010010000100000000100000010000001000000], [1000001010001010]]
[[0110000010010000100001000100100000010000001000110000010000000100], [0001010001100101]]
[[0100000010110000010010000100001000100100000010010001000000000100], [1000101000100000]]
[[0100000110110010010010000100000000100100000010000100000010000000], [1000101000101000]]
[[0101010010100000010000011000101000010000100000000001000000100000], [0010001000100010]]
[[0111001010000000100001001000100000010000001000001000000100000010], [0010101000001000]]
[[0100100110110000010000100100000010000100000010000010000010000000], [0010000010001010]]
[[0110100110000000100100100010010010000000000100000010000010000000], [0010100010100010]]
[[0111000010001001100000001000011001000000000100000001000001000000], [0010101000000000]]
[[0110001110000100100100000010100000010000010000001000000010000000], [0010100010001010]]
[[0101100010100000010001101000000110000000001000000010000000010000], [0010001010101000]]
[[0100010010110000010000100100100000010000100000010010000000000100], [1000101000000010]]
[[0101000010101000010001001000001001000000001000010001000000000100], [1000100010001010]]
[[0100010010100000010110000010001100100000100000000001000000010000], [1001000101010000]]
[[0110100010010000100000010100000010000100000010100000010000100000], [0010100010001000]]
[[0110001010011000100000000100000001000100000010001000000100000010], [0010100000101000]]
[[0101101010100001010001001000000010000000001000001000000001000000], [0010001010101000]]
[[0100001010100000010110010010010000100000000100001000000000100000], [0010001010001010]]
[[0100000010101101010100000010001001000000010000000001000001000000], [1000100010101010]]
[[0110010010010001100000000100100000010000100000100000010001000000], [0010100010100000]]
[[0100000010111000010000100100010001000000000100010010000000000100], [1000101010000010]]
[[0111010010000000100000001000101000010000100000010001000000000100], [0010101000100000]]
[[0110100010010001100001100100000010000000001000000010000001000000], [0010100010000000]]
[[0110100010010000100000100100010010000000000100000010000100000010], [0010100010100010]]
[[0110000010001010100100000010000001000100000010000100000100000010], [1000001010001000]]
[[0111000010000000100001001000100000010000001000100000010100000010], [0010101000001000]]
[[0101011010100001010000001000100000010000100000001000000001000000], [0010001000101000]]
[[0110100010000001100100100010010010000000000100000010000001000000], [0010100010100000]]
[[0110110010000000100100000010000010000001100000100000010000001000], [0010100010100000]]
[[0101000010101001010000001000010001000000000100100000010001000000], [1000100010100010]]
